,text,label
259,The Sport Mode of the new Tigor Automatic sets your pulse racing by adding a dash of power to your drives. Click the link to book a test drive. httpst.coIu9omfjS2E    TheSedanForTheStars httpst.coFENc5bkKvY,3
260,Land Rover  .0 crossover  .0 Petrol  Range Rover Sport Maharashtra,0
261,RT Toyota_Medway Make sure you head down to HempsteadValley Shopping Centre and meet the Medway team. We have some great Toyota cars for 1,0
262,dineshbhatudup5 Hi Dinesh thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
263,Congratulations to Dell_IN on launching their electric vehicles services in Bangalore and taking the first step towards a greener tomorrow.  ConnectingAspirations,3
264,"Don't forget you can see it in the flesh at our Derby dealership ""1",0
265,keshvakeshva Hi Keshva we'd really like to look into the concern you've raised. Please share your contact details and car chassis number via DM so that we can connect with you for further help.,3
266,sudhirks80 Hi Sudhir obtaining your details through customer care will result in a significant and unnecessary delay in addressing your concern. Hence we request you to elaborate on your concern via DM as doing so will help to resolve your issue at the earliest.,3
267,anujshahi23 Hi Anuj we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle model and dealer details via DM so that we can better assist you with it. httpst.coGpX5BQutJH,3
268,Hubster and I made our first purchase together as a married couple yesterday and got ourselves a new car ?? it s PEE  ,0
269,Jaggy123Anant Hi Girish thank you for sharing the above details. However we also require the dealer details so that we can have the relevant team connect with you to assist further.,3
270,Depending on your credit history and some other factors you may not have to put any money down.,0
271,Car Salesman Sounds good sir. Let's step into my office and fill out the paperwork.,0
272,Where did you purchase the vehicle from?,0
273,Figure out what type of car you need and express it to your dealer. The dealership will then be able to find the best car in their lot to suit your needs.,0
274,BMW  .0 crossover  .0 Diesel  X5 Uttar Pradesh,0
275,OR,0
276,Kumarpa66767396 Hi thank you for writing to us. The automatic variant of the Harrier will be introduced as a part of the product life cycle and will be announced at an appropriate time. (12),3
277, MercedesBenz has revealed the  A250e and  B250e  plugin  hybrid models. The  AClass variant is coming to  ,0
278,Amit00Patel Hi Amit we never want our customers to have such an experience with us. Please share your vehicle model contact details and car chassis number via DM so that our team can connect with you to assist further.,3
279," TPIRPostYourPrize  NewCar ""1",0
280,sac_kaushik Hi Nirbhay stay tuned to our website and social media handles to get information about the Altroz. ),3
281,Desh ki economy ko mazboot banane aur desh ke nagrikon ki zarooraton ko pura karne ke liye hamesha chalte rehte hai Tata Trucks.  deshketruck httpst.coZyWdnEg8vQ,3
282,DINESH20042013 Hi Dinesh thank you for writing to us. To view the price of the Tata Tiago across all variants please click here httpst.coVFQZt18Vfv and select your city name. Do let us know if you require any further assistance and we'd be happy to help!,3
283,Car Salesman Oh OK. Let's take a walk around our car lot.,0
284,aad28197 Hi Atharva we never want our customers to have such an experience with us. Please share your contact details car chassis number and the dealer information via DM so that our team can connect with you to assist further. httpst.coGpX5BQutJH,3
285,GadiWalaAdmi Hi Suraj we never want our customers to have such an experience with us. Please share your vehicle model contact details car chassis number and the dealer information via DM so that our team can connect with you to assist further.,3
286,Mercedes-Benz  .0 other  .0 Diesel  S  Peddapuram,0
287,Can I order a used car?,0
288,Mazda  .0 sedan  .0 Petrol   Assam,0
289,Gauravbohra2408 Hi Gaurav we're disappointed to know about the experience you've had. Please share your contact information and dealer details via DM so that our team can connect with you for quicker assistance.,3
290,Your % satisfaction is our priority and goal that we strive for and if you are not satisfied with a vehicle you do not have to purchase it.,0
291,Are there any mechanical problems I need to know about?,0
292,Can I see the cars at the Auction?,0
293,Desh ke saarthi ab banenge atmanirbhar Tata Motors ki Samarth Saarthi Kalyan Yojana ke saath. Ye yojana saarthiyo aur unke parivaar ki sampatti ki salah se lekar bachchon ki shiksha parivar ki suraksha aur swasthya ke kalyan ka plan karti hai.  Samarth httpst.connE3DIa9Y0,3
294,ShailejTeri Hi Shailej we're disappointed to hear this and would really like to help you. Kindly elaborate on your concern and also provide your contact information car model and dealer details via DM so we can have the relevant team contact you for further assistance.,3
295,sky_is_hidden Hi Gagan we trust that the concerns raised by you have been addressed. Do get back to us if you need any further assistance and we d be glad to help you.,3
296,gvbn_balaji Hi thank you for sharing the above details. However we also require your contact number as it will help us to get in touch with you and quickly address your concern.,3
297,What s the condition of the car?,0
298,rvsunny Hi Ravi we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details and car chassis number via DM as it will help us to have the relevant team connect with you and assist further.,3
299,shihabtotweet Hi Shihab we're concerned to hear about the problems you've faced and we'd like to help you with this. Please share your contact information and vehicle chassis number via DM so we can have the relevant team assist you oon.,3
300, vauxhall  vauxhalluk  vauxhallmokka  griffin  limitededition  ,0
301,Car Buyer How much will this cost?,0
302,While this is only an Ontario requirement it s always best to check with your provincial licensing office to see what s required when buying a used car. Some provinces may require a safety inspection or emissions testing which either you or the seller will need to do before registeri,0
303,Car dealers are salesmen so they know how to sell you on amenities. Don t be afraid to put them on the spot and ask them something like  Why should I buy this car? ,0
304,buyer great thank you very much,0
305,R15  off the market price for a brand new BMW X3 sDrive18d??? For deals like this head over to  ,0
306,Porsche  .0 crossover  .0 Diesel  Cayenne Tamil Nadu,0
307,pavanch10580898 Hi Pavan to explore career opportunities with us kindly submit your resume here httpst.coF0770P1gGt,3
308,joe_aruvi Hi Joe we regret the inconvenience you've had to face and have forwarded your concern to the relevant team. They will soon contact you to assist further.,3
309,The new model has outstanding features like - Comfortable push back seats Individual AC vents Multiple USB charging points  feet  inch roof height Extra luggage space.  GhumoIndiaSaathSaath  TataWinger (22),3
310,Time taken for  to % charge is approximately  minutes depending on ambient and battery temperature.,0
311,Audi  .0 crossover  .0 Diesel  Q7 Gujarat,0
312,Volkswagen  .0 sedan  .0 Diesel  Passat B7 Punalur,0
313,Mercedes-Benz  .0 other  .4 Petrol  E-Class Patna,0
314,If a dealer refuses to make repairs that are legally required by a written warranty or by the implied warranty of merchantability you can sue the dealer for up to $5000 in the Small Claims Branch of the D.C. Superior Court. The Small Claims Branch is designed to allow ordinary peopl,0
315,"The  Tonne Prima Lx .S comes with a powerful  HP Engine that produces  Nm Torque  -1700 rmin and a  mode FE switch that improves its overall fuel efficiency through  Economy   Balance  and  Power  mode.
 DeshKeTruck  TataTrucks httpst.coi7LPsuPwPC",3
316,"""RT TCHarrisonFord Old vs new! What are your thoughts on the new Puma? ??",0
317,"Every seat in our bus has an Individual Lap Belt to ensure that even if children doze off during the journey they remain safe in their seats.
  TataSkoolBus httpst.co1BDVEg7VQE",3
